AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
26.95,12.48,3,0.101
29.77,9.61,3,0.162
25.83,3.93,2,0.327
27.9,0.89,2,0.009
20.28,0.97,1,0.026
250.69,1.44,2,0.059
24.28,11.16,2,0.105
222.47,1.79,1,0.042
26.99,9.35,2,0.081
147.6,1.24,2,0.058
49.19,2.53,2,0.349
174.04,2.95,1,0.067
139.27,3.64,1,0.039
24.75,1.72,1,0.03
64.58,3.6,2,0.396
31.71,2.39,2,0.224
34.19,16.73,3,0.16
21.03,0.74,1,0.038
27.65,15.19,3,0.068
56.59,1.91,2,0.311
18.94,0.8,1,0.042
34.79,12.05,3,0.089
35.43,11.5,4,0.077
232.04,2.96,1,0.06
42.8,17.88,3,0.061
37.91,3.53,2,0.301
201.48,1.98,2,0.042
220.36,2.53,3,0.011
44.48,2.21,2,0.448
22.25,8.95,4,0.109
35.08,3.25,2,0.44
36.01,12.2,4,0.073
17.04,0.93,1,0.014
29.03,2.96,3,0.398
22.98,11.08,2,0.118
53.48,2.18,2,0.279
179.38,1.41,3,0.049
25.76,1.23,1,0.0
30.18,10.2,4,0.088
222.93,2.67,2,0.073
30.42,0.79,1,0.0
41.16,12.57,2,0.139
26.74,11.6,2,0.062
47.01,3.35,2,0.373
159.29,0.59,2,0.013
198.65,2.53,1,0.054
43.47,15.4,2,0.168
172.54,1.76,1,0.125
38.62,7.3,3,0.153
199.9,2.5,2,0.105
29.96,11.55,3,0.039
177.74,2.31,2,0.068
152.14,1.83,2,0.047
46.62,10.46,3,0.075
26.47,1.29,1,0.053
26.84,10.36,4,0.15
206.42,2.76,3,0.065
222.92,2.88,3,0.072
35.09,15.65,2,0.103
129.83,1.49,2,0.001
23.3,0.52,1,0.024
24.94,16.23,2,0.128
44.1,9.6,2,0.067
45.58,9.25,4,0.116
54.8,3.03,2,0.336
182.16,2.22,2,0.03
49.27,2.76,1,0.435
247.09,1.71,2,0.063
30.77,2.43,3,0.219
16.7,1.42,1,0.026
34.71,1.21,1,0.016
41.89,2.25,2,0.486
251.92,1.91,2,0.012
48.92,12.76,2,0.12
49.84,12.77,3,0.08
22.03,11.1,2,0.098
223.66,2.94,2,0.077
66.75,2.04,2,0.429
39.63,2.37,2,0.253
50.95,2.3,2,0.337
195.5,1.7,2,0.024
20.99,9.35,1,0.084
24.74,9.98,3,0.122
201.55,2.01,2,0.021
202.06,2.62,2,0.05
190.9,1.48,2,0.1
221.26,2.24,1,0.016
35.71,0.76,1,0.034
169.94,1.9,1,0.091
19.1,1.77,1,0.042
44.19,12.07,2,0.072
20.59,1.32,1,0.015
33.45,0.95,1,0.03
41.08,11.19,4,0.083
197.99,2.92,2,0.043
74.13,3.08,1,0.448
245.26,2.25,2,0.026
36.48,7.94,2,0.1
25.46,0.8,1,0.008
43.34,3.26,2,0.315
21.85,2.27,1,0.33
25.33,2.09,2,0.461
178.2,2.33,3,0.077
40.32,2.86,2,0.272
182.85,1.44,2,0.095
31.9,2.24,2,0.442
43.44,4.05,2,0.453
46.39,10.72,1,0.084
26.71,0.85,1,0.042
199.61,1.86,1,0.0
188.6,1.9,2,0.054
167.42,1.89,3,0.042
30.78,10.82,3,0.036
36.55,14.15,2,0.088
127.03,2.42,3,0.041
23.79,9.49,2,0.094
47.9,3.0,2,0.378
29.34,0.79,2,0.0
51.22,2.26,2,0.493
200.06,2.22,2,0.055
41.94,3.19,1,0.377
151.9,2.72,2,0.079
224.68,2.24,1,0.047
170.54,2.02,2,0.05
26.15,12.76,3,0.108
33.84,3.1,1,0.216
222.78,1.46,2,0.075
27.13,15.11,3,0.119
25.59,0.73,1,0.016
227.37,0.88,3,0.035
26.12,1.7,1,0.02
225.56,2.14,3,0.011
225.69,3.35,3,0.049
25.11,9.93,3,0.04
248.59,2.75,1,0.036
175.73,2.09,2,0.0
30.81,10.2,3,0.097
19.23,1.12,1,0.021
216.34,2.03,2,0.09
25.99,1.07,1,0.042
210.42,2.55,2,0.098
192.7,2.02,3,0.047
28.78,9.65,4,0.019
21.85,0.33,1,0.039
27.76,14.73,3,0.067
37.93,13.54,3,0.119
24.33,10.0,4,0.111
22.14,1.65,1,0.032
30.62,0.99,1,0.006
32.43,12.23,4,0.115
52.16,3.32,2,0.116
55.97,2.49,2,0.383
37.49,8.51,3,0.0
205.03,1.82,3,0.02
42.37,4.33,2,0.32
194.35,1.64,2,0.008
52.55,2.38,2,0.243
42.41,2.75,1,0.342
241.37,2.26,2,0.054
16.07,0.67,1,0.0
35.14,12.4,2,0.248
24.35,0.46,1,0.02
195.05,2.4,2,0.0
27.06,8.46,3,0.092
33.52,3.14,1,0.251
26.75,9.82,1,0.101
59.95,2.99,2,0.389
210.38,1.92,2,0.059
58.57,2.34,2,0.31
52.34,2.35,2,0.43
23.59,12.74,2,0.085
37.59,1.48,1,0.027
33.41,8.33,3,0.087
59.72,3.85,3,0.24
18.43,0.71,1,0.042
198.72,1.86,1,0.046
45.34,1.97,1,0.32
42.79,1.99,2,0.375
49.26,3.37,2,0.318
180.12,2.98,2,0.043
27.28,0.39,1,0.034
53.35,9.91,3,0.079
33.77,3.51,2,0.221
37.79,2.79,2,0.337
208.38,1.76,2,0.031
168.91,1.75,2,0.077
34.3,17.28,2,0.115
180.85,3.49,1,0.064
31.17,0.89,1,0.024
222.95,2.04,1,0.007
241.84,2.87,3,0.0
33.05,1.17,1,0.012
49.45,3.1,2,0.354
30.91,8.52,3,0.042
187.73,2.34,3,0.048
31.89,1.68,1,0.079
254.03,2.57,2,0.085
140.76,2.2,2,0.033
225.25,2.03,1,0.003
28.55,0.62,1,0.0
29.21,10.82,3,0.11
219.43,1.55,3,0.026
236.99,1.37,2,0.051
181.88,2.69,1,0.008
46.8,3.04,2,0.327
38.74,3.27,2,0.437
59.16,2.16,2,0.468
24.73,2.85,2,0.349
219.23,2.38,1,0.083
39.45,11.01,3,0.074
29.84,1.19,1,0.074
60.52,3.58,2,0.321
37.92,0.7,2,0.336
166.04,2.55,2,0.054
36.09,3.48,2,0.319
220.3,1.62,1,0.086
152.47,1.66,1,0.034
215.42,2.04,2,0.064
19.19,1.28,2,0.048
229.83,2.08,3,0.047
198.73,2.36,1,0.045
33.6,2.87,2,0.279
41.94,2.16,2,0.297
157.43,2.32,2,0.036
187.76,2.28,2,0.065
214.33,1.91,2,0.001
32.82,10.69,4,0.163
202.34,1.79,2,0.049
217.88,2.98,2,0.0
184.86,2.5,2,0.0
54.83,4.3,3,0.341
23.38,1.4,1,0.089
40.4,12.73,3,0.091
27.84,8.74,2,0.108
226.15,1.41,2,0.047
32.26,13.48,2,0.177
41.1,3.0,2,0.205
19.74,1.01,1,0.018
228.45,1.94,3,0.023
32.84,14.53,3,0.114
51.41,14.13,4,0.04
41.95,3.0,3,0.482
35.85,3.28,2,0.266
49.07,3.49,2,0.357
29.09,9.9,3,0.142
42.43,3.19,2,0.38
66.04,2.36,2,0.238
38.16,11.31,3,0.004
222.76,1.95,1,0.063
27.43,0.87,1,0.026
40.77,2.49,2,0.418
191.67,2.67,2,0.025
248.44,1.82,3,0.037
56.58,2.16,1,0.457
16.86,0.88,1,0.005
41.34,14.01,3,0.073
175.69,3.4,2,0.042
61.44,3.3,2,0.3
208.07,1.8,2,0.019
35.74,12.9,2,0.167
163.35,2.07,2,0.043
35.71,1.0,1,0.0
62.19,11.31,3,0.075
64.96,2.94,3,0.411
34.53,13.2,5,0.05
41.55,11.09,4,0.133
212.48,1.72,1,0.037
33.98,12.2,4,0.136
33.39,1.17,1,0.012
37.8,4.54,2,0.32
36.76,14.61,2,0.075
181.51,2.41,2,0.066
21.69,0.76,1,0.023
193.25,0.29,2,0.058
27.93,13.28,4,0.054
217.26,1.58,2,0.022
184.0,1.45,2,0.014
35.77,14.09,2,0.108
57.72,3.95,2,0.345
230.24,2.84,3,0.023
33.4,2.94,2,0.376
48.52,13.7,3,0.106
40.84,12.26,3,0.095
35.5,12.78,3,0.073
28.42,8.95,3,0.086
201.12,2.62,2,0.023
213.07,1.83,2,0.037
15.04,1.11,2,0.0
148.25,2.68,2,0.023
36.34,18.53,3,0.13
200.91,2.07,1,0.081
24.76,12.41,4,0.123
165.59,1.94,2,0.048
49.64,2.18,3,0.508
211.56,2.29,1,0.087
48.02,2.26,2,0.309
199.87,1.91,2,0.021
24.42,13.58,3,0.143
41.01,8.48,2,0.089
28.84,13.36,2,0.032
33.77,14.55,2,0.049
202.67,2.65,3,0.064
29.85,14.82,4,0.09
27.35,12.04,3,0.096
48.55,10.81,3,0.081
15.66,1.12,1,0.011
199.96,2.09,2,0.039
32.13,9.67,2,0.155
181.75,2.06,2,0.111
230.1,2.31,2,0.043
197.61,2.12,1,0.086
25.38,4.79,3,0.4
33.31,6.44,2,0.155
200.17,2.03,2,0.005
37.85,1.13,1,0.053
43.2,14.33,3,0.13
200.06,1.78,2,0.031
22.86,0.88,1,0.012
22.88,0.73,1,0.022
36.0,11.05,3,0.162
276.51,1.37,2,0.111
210.79,1.41,2,0.035
45.14,2.27,2,0.41
37.29,5.34,3,0.217
48.42,3.63,2,0.394
36.05,15.26,4,0.159
48.54,10.93,2,0.145
224.97,1.38,2,0.052
44.18,2.15,3,0.281
29.01,0.99,1,0.018
26.28,0.75,1,0.015
37.42,2.17,2,0.4
20.57,0.66,1,0.002
45.22,14.97,3,0.087
25.45,1.37,2,0.013
165.57,1.81,2,0.075
23.64,0.84,1,0.036
57.53,1.6,1,0.275
24.84,9.91,3,0.118
30.15,1.97,1,0.01
42.84,2.79,2,0.353
9.95,1.82,1,0.033
170.01,1.43,2,0.021
237.54,1.45,2,0.038
133.58,2.63,2,0.08
35.46,3.12,3,0.3
25.88,0.62,1,0.023
24.95,9.73,4,0.082
21.95,12.5,3,0.111
41.11,2.45,2,0.483
207.69,2.73,2,0.054
25.4,1.77,1,0.005
21.56,9.0,3,0.067
17.03,1.14,2,0.015
43.97,3.02,2,0.329
50.73,3.2,3,0.253
33.5,10.72,3,0.1
230.36,2.2,2,0.06
184.06,2.73,3,0.056
44.99,3.93,2,0.336
46.61,11.66,4,0.167
30.89,0.48,2,0.0
39.22,11.91,3,0.109
26.31,1.67,1,0.016
219.42,1.96,2,0.037
47.96,1.86,1,0.273
23.19,1.73,1,0.014
38.86,12.1,3,0.1
30.17,10.74,3,0.108
201.94,2.49,3,0.077
45.54,3.26,2,0.418
259.13,2.52,2,0.039
45.87,12.35,4,0.095
47.86,11.87,3,0.081
40.03,13.25,4,0.173
248.31,1.99,3,0.053
10.7,0.96,1,0.011
251.69,2.34,3,0.086
42.4,2.04,1,0.377
35.82,9.24,2,0.145
32.92,2.14,1,0.0
12.25,0.76,1,0.0
168.69,1.57,2,0.011
190.42,1.82,2,0.062
180.15,2.51,2,0.087
227.28,0.83,2,0.128
45.99,2.74,2,0.435
32.7,11.78,5,0.149
44.04,2.48,2,0.402
29.53,11.51,3,0.036
211.61,1.83,1,0.04
48.81,3.34,2,0.341
20.22,1.23,1,0.071
38.47,10.53,3,0.093
209.24,2.18,2,0.067
25.41,15.95,2,0.091
16.75,1.18,1,0.003
226.54,2.45,2,0.048
43.0,9.76,3,0.101
20.58,1.43,1,0.0
29.52,0.6,1,0.0
35.68,3.28,1,0.407
211.41,2.33,2,0.068
183.68,1.82,2,0.068
178.56,1.59,1,0.027
34.96,14.29,4,0.067
42.16,16.14,4,0.058
37.49,10.97,3,0.097
163.83,1.73,1,0.077
23.58,1.53,1,0.001
207.87,2.46,3,0.039
38.62,13.33,2,0.07
27.0,5.53,2,0.125
41.28,3.79,3,0.401
23.92,11.43,5,0.184
42.11,13.51,3,0.041
16.68,9.2,3,0.016
56.53,3.84,2,0.407
30.75,1.1,1,0.016
46.53,12.71,3,0.085
40.67,18.85,4,0.077
38.78,12.67,2,0.087
34.97,11.74,1,0.136
34.25,12.38,4,0.166
48.18,2.33,2,0.242
258.42,1.91,2,0.072
40.61,1.76,2,0.465
208.44,2.76,2,0.048
20.66,1.35,1,0.051
47.81,1.92,2,0.257
17.55,1.75,1,0.009
59.42,2.06,3,0.265
39.64,10.65,3,0.086
41.58,11.48,1,0.028
31.98,11.96,3,0.05
46.22,1.73,2,0.296
204.42,2.5,3,0.043
22.71,2.79,2,0.416
50.04,3.11,2,0.167
53.74,4.24,3,0.301
52.54,3.23,2,0.356
186.48,1.44,3,0.053
42.57,3.64,2,0.267
30.68,6.58,3,0.067
15.48,1.28,1,0.005
182.82,3.23,2,0.081
27.54,11.81,2,0.085
210.69,2.48,1,0.053
42.89,2.17,2,0.267
238.68,1.6,1,0.064
44.29,2.98,3,0.28
205.17,2.02,3,0.021
207.61,1.36,2,0.068
37.15,11.44,2,0.062
35.14,9.84,4,0.109
47.88,12.49,3,0.125
239.18,3.81,2,0.022
222.8,2.42,3,0.055
169.05,2.46,3,0.068
59.71,2.92,2,0.261
34.3,3.42,2,0.45
38.14,9.66,2,0.138
231.48,1.13,2,0.033
39.09,10.17,3,0.068
41.82,12.67,3,0.125
17.51,2.01,2,0.315
34.69,12.41,2,0.127
27.61,1.05,2,0.055
53.87,2.52,2,0.384
155.93,2.47,2,0.095
45.8,13.27,3,0.125
56.6,3.4,2,0.297
21.91,1.4,1,0.028
194.01,2.17,2,0.045
43.48,3.54,1,0.497
39.8,3.44,2,0.477
35.99,2.96,3,0.299
195.32,2.99,3,0.049
40.8,3.41,2,0.469
38.78,13.03,3,0.125
42.81,3.23,2,0.39
47.64,3.54,2,0.318
60.67,3.79,2,0.283
37.95,13.28,2,0.076
167.58,1.99,1,0.069
235.41,1.77,2,0.027
41.9,15.09,4,0.08
56.34,9.64,4,0.112
39.77,3.9,1,0.329
25.58,10.68,2,0.062
165.1,1.33,1,0.081
39.29,3.22,2,0.248
45.98,2.02,2,0.334
40.41,2.88,3,0.381
149.86,2.33,1,0.067
215.91,3.17,2,0.046
206.93,1.34,3,0.084
40.15,1.85,2,0.235
52.0,2.78,2,0.351
32.59,6.74,4,0.059
182.89,3.46,3,0.074
35.49,0.82,1,0.002
45.42,3.2,1,0.412
202.65,2.39,3,0.044
25.92,11.66,2,0.139
233.29,1.53,2,0.093
49.44,3.17,2,0.358
45.87,1.94,1,0.443
50.31,3.17,1,0.39
43.83,12.94,4,0.085
33.01,1.2,1,0.031
39.82,13.94,2,0.105
196.41,2.32,3,0.021
52.81,4.08,2,0.415
229.69,1.37,3,0.041
26.68,1.14,1,0.022
182.91,3.05,3,0.032
31.74,3.15,3,0.418
23.73,0.87,1,0.0
31.51,11.85,4,0.115
39.52,16.3,3,0.046
23.52,16.32,3,0.149
43.01,3.89,2,0.332
25.31,1.19,1,0.015
28.14,10.69,2,0.096
46.92,2.36,1,0.282
50.06,1.93,2,0.408
133.46,1.53,1,0.094
188.06,1.84,3,0.057
21.64,1.16,1,0.032
31.82,13.3,4,0.156
201.35,2.34,2,0.062
222.37,2.06,2,0.055
42.79,7.14,2,0.138
48.81,14.11,2,0.169
7.39,11.25,1,0.084
229.97,2.05,2,0.033
31.84,17.19,2,0.121
145.93,2.38,2,0.0
20.66,1.06,1,0.005
49.32,2.87,2,0.339
52.68,3.99,2,0.526
21.35,0.35,1,0.014
13.03,1.05,1,0.023
224.98,1.73,2,0.064
29.78,1.6,1,0.0
43.0,1.61,2,0.324
34.99,2.9,2,0.453
209.32,2.06,1,0.019
43.52,2.68,2,0.235
29.08,1.11,2,0.038
179.62,2.19,3,0.052
41.74,2.31,2,0.431
199.3,3.01,2,0.04
19.8,1.08,1,0.0
191.42,1.94,1,0.063
31.0,9.46,3,0.105
181.52,1.4,2,0.058
37.6,14.59,3,0.133
24.91,13.68,4,0.144
40.43,12.14,4,0.105
198.2,3.49,2,0.039
28.06,1.38,2,0.054
162.2,1.59,2,0.063
39.39,3.66,2,0.568
35.77,2.74,2,0.38
33.42,11.47,2,0.104
183.64,3.02,2,0.016
173.37,2.48,1,0.003
34.82,12.23,3,0.147
29.11,11.33,2,0.072
35.18,14.35,4,0.135
33.58,3.91,2,0.272
209.87,2.02,1,0.023
39.38,4.47,3,0.215
57.36,3.06,2,0.297
212.38,1.2,2,0.03
29.71,0.69,1,0.0
50.52,3.41,2,0.418
28.45,17.61,4,0.17
39.54,12.55,3,0.189
27.08,1.13,2,0.0
43.4,3.09,2,0.297
35.4,11.12,4,0.086
29.93,10.06,3,0.093
23.71,2.62,2,0.427
24.94,10.47,3,0.113
61.29,2.39,2,0.359
23.73,0.68,1,0.0
29.1,1.18,1,0.026
178.29,2.52,3,0.056
25.75,0.47,1,0.042
35.41,13.89,3,0.082
51.58,3.03,2,0.228
29.35,10.76,2,0.125
41.93,13.42,2,0.126
29.74,0.8,1,0.079
20.92,1.32,1,0.0
37.43,3.74,2,0.422
206.48,2.24,3,0.057
43.63,1.83,2,0.296
21.08,12.28,4,0.101
48.94,1.48,2,0.471
34.07,2.78,1,0.309
43.66,16.32,2,0.121
221.31,1.34,1,0.048
28.16,17.03,2,0.068
62.84,3.3,3,0.332
16.13,0.82,1,0.061
59.03,1.85,1,0.461
147.82,2.27,2,0.041
22.99,1.16,1,0.018
229.95,1.4,2,0.033
208.96,1.86,2,0.121
37.18,9.41,4,0.031
39.0,2.87,2,0.453
47.86,3.16,2,0.53
204.2,1.29,3,0.029
23.91,0.96,1,0.046
25.71,11.24,3,0.12
32.56,11.01,3,0.147
34.75,8.67,3,0.063
193.22,2.16,1,0.063
33.83,10.81,2,0.062
29.76,1.05,1,0.011
17.61,1.16,1,0.019
187.1,1.55,2,0.092
173.34,2.31,2,0.045
30.95,15.13,4,0.126
23.71,12.95,3,0.087
43.61,3.14,3,0.268
227.06,1.67,2,0.025
15.1,1.08,1,0.0
43.51,4.12,2,0.309
38.65,4.74,1,0.304
27.68,1.17,1,0.0
63.51,1.78,2,0.466
38.08,2.61,3,0.261
52.68,3.93,2,0.366
21.24,0.58,2,0.037
41.27,3.36,2,0.258
22.12,0.6,2,0.019
22.86,0.74,1,0.003
34.79,10.8,3,0.103
214.59,2.37,2,0.074
55.45,3.02,3,0.284
20.71,0.56,1,0.051
174.14,2.26,2,0.059
231.94,2.23,2,0.046
44.75,3.32,2,0.284
31.4,1.33,1,0.014
46.91,13.23,4,0.059
163.3,1.76,2,0.055
36.27,14.36,1,0.089
46.51,4.08,1,0.507
28.23,2.87,3,0.279
29.24,4.05,2,0.265
224.16,1.76,2,0.069
26.74,0.65,1,0.017
26.37,0.87,1,0.0
35.05,12.6,3,0.055
36.08,0.86,1,0.026
34.65,2.84,2,0.435
28.23,0.53,2,0.02
42.84,3.3,2,0.351
57.56,2.68,2,0.482
48.74,3.42,2,0.299
211.77,1.5,3,0.06
201.9,1.86,2,0.098
38.99,2.02,2,0.41
46.88,13.49,5,0.076
32.61,14.09,2,0.094
223.73,1.58,3,0.011
20.79,1.14,2,0.021
202.66,2.05,3,0.069
20.18,1.4,1,0.029
31.01,9.91,3,0.095
34.9,1.08,1,0.032
51.32,14.94,4,0.094
25.44,10.58,4,0.1
30.78,11.76,2,0.042
208.16,2.02,2,0.031
60.11,2.96,2,0.428
40.28,13.75,3,0.082
65.95,2.87,2,0.37
32.99,10.74,4,0.131
42.28,15.23,3,0.123
54.96,3.79,3,0.347
39.99,13.48,1,0.053
28.32,1.23,1,0.037
50.63,14.88,5,0.15
35.7,10.4,4,0.077
178.94,2.91,3,0.037
25.75,0.91,1,0.017
43.74,12.6,3,0.071
26.22,1.53,1,0.0
271.01,1.99,1,0.005
30.73,10.47,4,0.105
215.12,2.87,2,0.102
33.11,3.85,3,0.281
34.83,14.75,3,0.148
182.46,2.23,1,0.075
43.24,12.32,4,0.162
177.63,1.58,2,0.014
196.7,0.84,3,0.063
232.26,2.52,3,0.073
39.32,1.51,3,0.31
218.71,1.74,2,0.05
17.64,15.26,3,0.133
189.08,2.84,1,0.097
25.17,12.85,3,0.093
243.04,1.19,1,0.066
21.0,3.39,2,0.402
275.95,2.03,2,0.035
28.36,0.64,1,0.0
233.3,1.31,2,0.082
199.1,2.43,3,0.025
53.55,2.9,2,0.457
58.97,2.89,2,0.424
37.36,6.64,2,0.103
211.63,2.49,2,0.007
249.23,1.45,2,0.007
48.55,12.24,3,0.138
298.15,3.05,3,0.062
176.08,2.1,2,0.0
199.35,1.53,3,0.035
46.37,2.95,2,0.336
214.87,2.11,2,0.062
58.51,3.67,2,0.422
24.52,1.61,1,0.0
14.26,1.93,1,0.019
24.64,0.67,1,0.027
24.03,1.07,1,0.01
217.77,3.06,1,0.031
14.93,9.94,4,0.119
54.01,2.4,3,0.342
226.63,1.42,1,0.083
48.83,2.81,3,0.251
49.84,2.78,1,0.205
48.37,13.87,2,0.094
168.47,2.41,1,0.001
12.86,3.22,1,0.402
38.32,9.96,3,0.034
224.57,1.32,1,0.077
56.59,3.34,2,0.306
55.77,2.93,1,0.291
29.01,17.38,3,0.102
32.25,14.18,2,0.107
25.39,0.66,1,0.017
37.2,3.87,2,0.312
23.16,12.82,4,0.131
248.89,2.49,3,0.026
195.23,1.28,2,0.055
23.21,15.07,1,0.116
56.95,3.54,2,0.38
27.08,12.62,4,0.141
157.05,1.78,2,0.09
43.94,3.04,1,0.346
26.73,1.31,1,0.0
198.96,0.39,2,0.051
29.33,0.82,1,0.024
54.04,2.37,2,0.356
46.45,2.1,2,0.296
40.4,11.34,4,0.122
37.02,14.76,3,0.062
32.82,10.39,3,0.09
223.32,0.88,1,0.102
23.36,1.59,1,0.0
212.62,2.02,1,0.055
48.6,9.38,3,0.083
53.66,3.78,2,0.427
51.01,3.68,2,0.4
207.61,0.8,2,0.11
16.91,0.86,1,0.038
41.14,7.96,3,0.091
184.47,1.53,2,0.035
175.63,2.66,2,0.05
207.14,2.68,2,0.047
21.01,1.51,1,0.0
284.69,1.73,1,0.078
29.19,6.65,2,0.107
39.69,3.71,2,0.349
22.21,10.92,2,0.103
25.27,12.45,2,0.03
208.04,1.85,1,0.071
170.3,2.0,1,0.033
182.15,1.78,3,0.061
45.9,2.24,2,0.325
35.75,11.17,3,0.064
256.0,1.82,3,0.104
47.37,3.03,2,0.451
222.93,1.96,1,0.107
27.01,11.33,3,0.157
163.83,2.4,2,0.074
43.53,10.34,3,0.135
23.52,0.25,1,0.034
218.91,1.73,2,0.044
44.18,3.07,2,0.385
44.5,1.71,2,0.261
250.5,1.85,3,0.053
33.46,9.94,2,0.145
31.14,1.62,1,0.025
54.85,4.13,1,0.31
204.37,1.66,2,0.092
28.89,16.98,4,0.123
190.77,1.56,2,0.072
43.14,13.53,4,0.0
65.41,1.98,3,0.362
32.56,11.01,3,0.057
43.37,3.27,3,0.319
31.99,3.59,3,0.356
171.1,2.4,2,0.041
31.66,10.6,3,0.056
203.93,2.14,3,0.047
181.57,0.97,2,0.073
53.97,3.16,1,0.321
38.18,0.88,2,0.479
46.13,3.22,3,0.456
43.58,2.46,2,0.41
31.36,1.0,1,0.014
43.34,4.06,3,0.368
26.75,0.26,2,0.032
44.4,2.12,2,0.43
164.28,3.41,3,0.004
29.24,4.03,2,0.289
173.51,3.24,2,0.109
52.72,3.74,2,0.319
50.87,6.54,3,0.04
36.14,9.69,3,0.182
201.35,2.26,3,0.026
47.15,3.05,2,0.395
56.71,11.88,4,0.068
238.74,1.79,2,0.026
151.49,1.62,2,0.002
162.8,1.91,2,0.031
194.18,3.51,2,0.033
53.07,3.08,2,0.348
31.59,12.11,4,0.089
26.91,2.17,2,0.497
151.41,1.96,2,0.024
16.25,11.22,4,0.135
209.32,0.22,1,0.024
256.52,1.71,3,0.048
31.01,9.51,2,0.062
49.43,3.16,2,0.407
26.54,12.97,3,0.14
33.99,0.66,1,0.024
36.75,10.98,3,0.089
41.05,16.1,2,0.084
35.45,12.14,1,0.066
32.05,0.37,1,0.0
217.46,2.19,3,0.047
52.03,3.07,2,0.397
23.6,13.86,3,0.022
177.58,2.66,2,0.076
16.26,1.42,1,0.013
26.36,0.54,2,0.031
24.7,13.17,3,0.111
48.55,3.39,3,0.355
27.53,8.64,3,0.068
168.93,1.48,2,0.096
35.69,3.23,2,0.508
32.48,2.93,2,0.368
38.14,11.88,3,0.084
17.55,0.88,2,0.012
20.09,1.46,1,0.015
51.76,2.79,2,0.39
19.18,0.2,1,0.017
34.66,12.51,2,0.066
183.09,1.26,2,0.073
207.99,1.62,1,0.115
29.62,10.61,2,0.126
208.84,2.21,2,0.067
188.94,2.36,2,0.027
27.46,1.2,1,0.016
32.77,14.35,4,0.068
25.12,9.03,3,0.116
46.96,16.51,4,0.072
24.4,0.88,1,0.048
28.63,3.7,2,0.218
29.75,15.2,1,0.133
57.43,3.74,2,0.415
34.37,14.14,3,0.072
46.31,1.92,2,0.39
19.09,1.3,1,0.012
47.79,3.37,1,0.311
137.31,1.79,2,0.0
26.4,11.99,4,0.116
31.15,13.97,3,0.065
179.24,3.17,2,0.056
214.31,2.91,2,0.028
196.43,1.08,3,0.011
40.37,3.49,2,0.276
202.26,1.81,2,0.063
33.79,16.16,3,0.078
49.37,1.79,2,0.312
51.46,3.99,2,0.478
55.41,1.38,2,0.425
39.5,3.26,2,0.481
31.78,0.78,1,0.015
23.82,1.24,1,0.018
148.19,2.12,2,0.049
19.63,1.34,1,0.012
221.99,2.94,2,0.097
23.34,1.18,1,0.04
185.69,2.01,1,0.028
24.95,0.92,1,0.03
33.74,0.2,1,0.008
212.41,2.59,3,0.05
57.27,2.92,2,0.343
45.02,2.81,2,0.385
40.98,14.4,4,0.042
26.48,12.73,3,0.106
206.89,1.56,1,0.013
35.05,14.28,3,0.119
216.96,2.09,1,0.092
20.81,0.78,1,0.006
34.9,12.74,2,0.104
30.98,3.81,2,0.318
40.42,2.12,2,0.217
50.76,3.59,2,0.459
182.53,1.47,1,0.044
43.22,10.34,1,0.044
43.35,4.78,1,0.371
191.85,2.15,2,0.018
213.03,2.09,3,0.054
24.31,1.18,1,0.036
58.87,1.76,3,0.439
48.16,3.32,2,0.303
37.5,10.6,2,0.124
246.25,2.77,2,0.063
38.86,11.53,3,0.059
24.87,0.71,1,0.035
47.16,11.4,4,0.039
205.86,1.79,2,0.064
182.57,1.28,2,0.012
168.97,2.04,3,0.057
230.08,2.73,2,0.048
182.83,2.23,2,0.066
198.27,2.73,4,0.079
19.84,0.44,1,0.039
33.81,1.0,1,0.0
37.93,2.31,2,0.435
187.5,2.41,1,0.025
38.53,4.16,3,0.383
40.72,7.87,2,0.064
20.07,1.08,1,0.0
34.27,8.21,4,0.05
20.31,1.42,1,0.068
198.14,1.87,2,0.069
184.66,1.68,3,0.027
30.12,0.8,1,0.019
258.55,1.62,2,0.098
53.19,3.22,2,0.362
205.52,2.62,2,0.0
26.5,9.66,2,0.203
218.08,0.66,2,0.061
40.61,13.71,4,0.033
41.5,12.06,3,0.082
52.06,3.79,2,0.308
33.71,12.87,2,0.081
46.23,4.3,2,0.291
47.62,1.83,2,0.354
28.85,9.4,3,0.139
55.67,3.32,2,0.101
170.97,2.14,2,0.012
43.33,13.43,4,0.06
31.81,1.14,1,0.029
37.37,0.93,1,0.045
26.73,0.93,1,0.05
26.55,1.4,1,0.021
38.56,15.39,3,0.096
45.48,11.47,3,0.026
44.82,13.55,4,0.122
19.38,0.74,1,0.037
49.6,2.53,2,0.361
41.69,2.07,2,0.33
23.69,10.25,4,0.154
187.08,1.82,3,0.065
142.3,2.51,2,0.0
29.87,1.17,1,0.0
41.16,2.64,3,0.359
181.37,2.25,1,0.0
5.19,0.96,1,0.032
24.94,0.6,2,0.0
33.26,0.2,1,0.025
212.13,2.94,2,0.019
24.61,0.79,1,0.031
169.79,1.57,2,0.023
184.4,2.51,2,0.091
38.18,0.78,1,0.0
25.88,1.14,1,0.0
38.83,1.97,2,0.267
19.05,6.28,4,0.129
41.75,3.1,2,0.364
36.83,2.85,2,0.263
